id,rating,title,review,nickname,appVersion,lastModified,helpfulViews,totalViews
12373705799,2,读音这么卡啥意思呢,我请问一下 也是充了会员使用背词功能  例句点一下卡一下  使用体验十分糟糕 一句话 读音都听不全  第一遍在这个音卡  下一遍可能在另一个音卡  希望可以改进 词语更是卡 像网络无法加载的那种卡顿,e啥意思,8.13.0,1740929665000,0,0
2501995840,2,更新后的问题,"点进去收藏之后不能退回搜索界面，那个关注功能不管是关注还是取消关注都没有任何反应，在收藏根目录点还会干脆直接跳出。
而且之前创建的文件夹，里面只要有一个之前下载的词，就会整个文件夹都不能编辑，那还不如干脆直接自己找，不能继续收集还有什么意义？",444455,2.3.0,1525404435000,0,0
10944135300,2,老用户,"是做了很多新功能，但是内容上连音调这种最基础的东西都无法保证。我每天拿来背30个单词，每天都能发现标注的音调和语音不一致，由此可见这样的错误非常普遍。
这样很不合格。
很多时候发音如果不正确，表达出来会产生歧义，想要深入学习的家人们可以去找找能保证准确的资源，否则后期还要努力纠正，目前它不适合这样的学习。
学着玩没有交流需求只是为了看懂的话倒还是可以用用的……",赛赛的小羊浴衣衣,7.6.5,1708070002000,0,0
3621548701,2,更新太频繁,总是跳出来更新通知，跳出来就算了通知还那么长，好不容易更新过现在要我登录之前的账号我早就不记得了非常暴躁现在以前收藏的单词全没了就因为我不记得上一次是什么账号,Ajhuih,5.1.0,1546837969000,0,0
5770783161,2,越改版越难用，做好字典的本分,原来可以很轻易的查到我想要的词，现在越来越难查到，经常还有词查不出，原来我可以直接输中文反查日语，或者简体也可以查到我想要的词，现在可能输错浊音清音或者振假名不对就查不出，我要是能记那么清楚我还查什么字典！页面花里胡哨，动不动就跳转外部网页，雅虎webi因为墙打半天又打不开，我自己不知道用百度是咋，我还不是因为百度翻译不行才自己查字典的,青虾ayumi,6.0.10,1586175890000,1,1
5487260445,2,希望提供一个基于旧版本的纯净版,作为一个购买了pro版的用户，我在使用了一个月后就付费购买了moji的pro版，因为moji辞书真的是市面上最好用的辞书没有之一，但是最近升级了之后，添加了很多功能。作为开发商而言肯定是为了用户体验，但是对于使用者而言，辞书就是辞书，无论你怎么样增加社交功能他也只是一个辞书。当然希望社交功能的用户肯定是存在的，但是能不能推出一款旧版本的纯净版辞书给我们这种只为了查找单词的老用户呢？,妮打野,6.0.5,1580828260000,0,0
7404896305,2,没有点击单词或词组出现释义的功能让软件内置阅读很难受,在遇到不认识的单词时，相较其他成熟的日语辞书能单击显示独立词组释义及读法超链接的弹窗，Moji的大段直接翻译和朗读让初学者难以学习及更深入了解软件内置的推送新闻及语句。,Yuukang,6.8.1,1622354257000,0,0
3565550990,2,升级后pro账户自动退出,升级后账号不能平滑自动登录，需要重新登录，但是我忘记账号啦！！这个要怎么找回？账号已升级为pro版，现在登不进去了，只能选择忘记密码，但是不管输入什么邮箱都显示已发送邮件！一是不会判断该账号有没有注册，而且没有收到任何邮件！,客官捡肥皂不,5.0.0,1545619550000,0,0
9054037931,2,不管搜索什么都要联网,moji现在太离谱了，不管搜什么都要联网转圈圈，关闭云端预测也不管用，感觉是上传数据以统计热门词汇用的，打开飞行模式才能正常流畅地搜索，这种为了搜集数据牺牲用户体验的行为实在太难看,文桦枝,6.21.0,1662365360000,0,0
7954974006,2,点进单词详情页加载时间过长,点进单词详情页加载时间过长，以前都不会。可以的话请离线保存我打开过的单词，不要每次点进去都加载个三秒，学习时间是很宝贵的。以前都可以秒出为什么更新了之后就要等……,大头乔头很大,6.11.1,1635234596000,0,0
10289636679,2,会员一月一涨价,我真服了吃相很难看而且五段用法和平假名错误这些反馈了很多次很久也没改正，系统倒是天天更新，每次进去就问我升不升级版本真心烦,モブ404,7.1.1,1692776579000,0,0
2669682849,2,刚下载就顺便买了12块的那个,一开始感觉还不错，当成辞书用，结果很多词根本没有或者翻译错误，于是不敢用了，那个测试看起来好像还不错，但是没怎么用过,卡掉线多少次算完！,3.1.1,1528607607000,0,0
6677352210,2,不如不更新，何苦,用了多年，让我出钱支持一下我完全可以。但是更新这么多没用的分散精力的功能是搞什么。我付了25元，还是找不到以前的搜索记录了，别给我推荐乱七八糟的收藏，我知道我要查什么。太无语了,兔八个,6.5.0,1606142900000,1,1
6437766909,2,测试部分不好用,搞不懂为什么要设置什么鬼计划，啰里八嗦。设置的时候还不能直接选择默认文件夹，需要多点一下选择自定义文件夹，真的很烦,舒坤111111,6.3.1,1600335878000,1,1
1972145561,2,很多动词的类别标错了！请开发人员注意动词属于几类,搜索功能还行，但是动词的归类出现很多错误，将许多五段动词归到一段动词？误人子弟啊……希望后续版本可以修改这个严重的错误！！,心酸❤️,2.0.0,1512471891000,0,0
1941689082,2,不推荐深度使用,"用了大半年，UI操作非常友好，但深度使用不禁让人怀疑单词意思的来源是否科学。
为什么单词有很多意思和コトバンク、goo辞書之类的知名电子词典不一致？
有些单词意思不全。
有些单词写了两个意思，也有例句，但第二个意思的例句对应的是第一个意思的。
还有用不同的方式来叙述同一个意思，当成两个意思的。",一个人在雨声中静默,2.0.0,1511407484000,0,0
5564926354,2,更新后很多BUG,之前就是一个字典，超好，更新了很多花哨，字典功能却是bug频出。如收藏小星星无法点亮，就无法识别一个单词是否已收藏，没有联网时根本无法收藏单词，这太不方便… 真的不要其他的功能，就简简单单做个字典好吗！,皮皮虾战士,6.0.7,1582368160000,0,0
9169267226,2,吃相难看,哪怕准确输入了词汇也不会显示词条 只显示联想词条 然而想看联想词条的话要开会员 被一些特色功能吸引过来 结果发现不仅特色功能要花钱 最基本的查单词竟然也要花钱 不花钱连基础词典功能都做不到 吃相过于难看了吧？,berylnina,6.23.0,1665377094000,0,0
5457314036,2,升级变难用了,都点了忽略升级的提示，居然还是自己给我升了级 花里胡哨，尽是些不必要的东西。原来用得好好的，那么多年，突然给我升级，难受得一批。真的非常非常难过。情绪直接崩溃了。大概也不会被理解吧。,うっsthvxgjn,6.0.1,1580189124000,0,0
7842716209,2,单词吞音,球球你们改进一下吧，记单词测试的时候几乎每个单词完了都会吞音，真的很难受，还有有时候单词标注假名跟发音完全不一样，都不知道哪个是对的,dhbebstcuajabvdbfkeke,6.11.0,1632552561000,0,0
8232752182,2,搜索空白能解决一下吗,"真的太难受了更新了这么多次还是这样
和以前的使用体验大相径庭",24·,6.15.0,1642005963000,0,0
9140312351,2,更新以前很好用,去年充的会员，当时功能很多，为了听歌充的。现在更完和以前完全不一样了，一点都不好用，都不想再打开这个软件了,小困爆,6.22.0,1664635807000,0,0
6984215447,2,每次更新移植数据都会有大量收藏的单词丢失,每次更新移植数据都会有大量收藏的单词丢失，上次丢失三个文件夹，这次直接丢了整个大文件夹，我一年积累下来的词汇这下都找不回来了，还能不能行了啊？？？？？,Zuifay,6.7.0,1613113364000,0,1
3521478825,2,恢复购买有BUG,恢复购买后，没法添加收藏到自己建立的文件夹，只能收藏在默认根目录下面。希望可以尽快改进。,nomadic_lycanthrope,4.4.0,1544594543000,0,0
7933726512,2,为什么发音和假名不一样,为什么测试里面的例句发音好多都和假名不一样啊？而且经常闪退，我刚背了十几个词就已经被退出两次了。,鬼一oo,6.11.1,1634713605000,0,0
1950106063,2,怎么回事？,原来收藏新单词在最上面，更新之后突然跑到最后面，之前收藏的还是原来的顺序，什么鬼啊！,ddslkmhh,2.0.0,1511697334000,0,0
10825012636,2,频繁闪退,调试没问题再上线吧，另外b站账号我建议把那个运营开除，他知道自己是指着什么语吃饭吗，情商真的太低了。,ykjinse,7.6.2,1705330144000,0,0
9795815834,2,越来越商品化了,以前买一个会员终身，什么都能用，现在更新一次，功能就减少很多，需要重新买另外的会员！,看书的你很美,6.31.0,1680858503000,0,0
5434291157,2,本末倒置,启动速度变慢了，加了一堆功能有啥用，打开词典后等半天才能查词。,HolyBlade,6.0.0,1579689256000,0,0
7988101754,2,差评啊,就算恢复了基本会员 但是只要不登陆就不能用只能用搜词功能 其他一概不能使用,因懒惰而无颜落色,6.12.0,1636035839000,0,0
5445428329,2,希望恢复老版本,之前的界面简洁，非常好，现在搞得花里胡哨，想退回老版本，感觉很不上手,个h国以及vv,6.0.0,1579928160000,0,0
7849111298,2,拜托干正事儿吧,更新以后加载不出来啊，别的花里胡哨弄那么多，作为一个词典词条加载不出来，那不是舍本逐末么,别烦人了行不行,6.11.0,1632705940000,0,0
7834823633,2,更新建议,新更新的版本太容易误触到收藏了，屏幕上的字数也变少了，希望改回原来的样子,ダンムシン,6.11.0,1632357995000,0,0
6965061313,2,不反对收费 但是收费前起码优化好吧,在网页端上怎么也登不上去 邮箱也绑定不了 微信扫码也没有反应,.39,6.6.0,1612699700000,1,1
1967543333,2,喂喂我还不如不更新呢！！,现在每日推送把以前的记录给删了也就罢了，还点不进去，一点就闪退，有没有搞错啊！！,臣伏晞,2.0.0,1512312963000,0,0
6532091855,2,求你了别再让我登陆了,很失望，我只想查单词，不想参与任何社群活动，可以不要再打开就要我登陆吗。,.Constellation.,6.4.0,1602624493000,1,1
5484654488,2,更新以后的版本太垃圾了,使用感很差就算了，查个单词还经常闪退。。。我寻思这更新来干什么？？,Kiajik,6.0.5,1580774124000,0,0
5591448887,2,查询单词非常卡顿,我的手机是ip7，用moji也一年多了，这次大更新到6.0.0之后，我查询单词十分卡顿，输入单词至少需要五秒以上反应时间，之前都是秒出现。希望早日改进该问题,qiangqingxi,6.0.7,1582886559000,0,1
1390768463,2,“专业”体现在哪里？,单词的语音朗读，误读实在太多，令人失望。而且语音朗读过于生硬，应该不是日语母语使用者的录音。遗憾。,Sigeru2008,1.2.0,1465361784000,0,0
5621298916,2,闪退,"跟新之后之前收藏找不到了，还会精彩出现闪退的情况。
又出现bug了，收藏整理的单词混乱有的还找不见了。",hdべv,6.0.7,1583450058000,0,0
5438906228,2,我的收藏什么时候回来？？,这次更新怎么回事，我的pro还要移植数据。移植要多久啊？？今天测试都还没做，收藏都没了搞个毛线球球,啊伯茨的呢佛歌,6.0.0,1579788771000,0,0
5501184101,2,老版本没升级的千万别升级,老版本没升级暂时不要升级，界面改版了各种问题，查单词声音延迟，让人很难受,Liulangshu,6.0.6,1581118775000,0,0
5431517800,2,记录没了,更新之后以前的历史记录都没了,理财顾客,6.0.0,1579624259000,0,0
5432739975,2,建议提供经典版,新版太复杂了，希望提供选择,我真是阿克苏市,6.0.0,1579653062000,0,0
5455673241,2,强烈建议不要更新！,更新之前真的是很纯粹的词典软件，更完很杂乱跟有道似的，差评！,嘻嘻嘻kk,6.0.1,1580148054000,0,0
6397173172,2,云端预测,云端预测，这个功能做得太烂了，等半天都等不到个结果，还是之前的版本好用。,lecia10111,6.3.0,1599298257000,1,1
7656055875,2,花了25买完了，然后查单词还是要花钱订阅，要不要点脸啊，里面错误多得很，你去搜否这个字，下面例句读音没一个对的，错误太多了,花了25买完了，然后查单词还是要花钱订阅，要不要点脸啊，里面错误多得很，你去搜否这个字，下面例句读音没一个对的，错误太多了,alidre357,6.9.1,1628127366000,1,1
5485173298,2,更新之后一直闪退,希望快点修复,Kougfs,6.0.5,1580786088000,0,0
11431603607,2,不付月費看不到完整意思？,等下最近更新好像一個詞彙只能看到其中一個意思？其他都被遮掉了要買會員才可以，強迫付費喔，會員福利應該是有更多的例句或是其他進階功能，現在是把基本字義直接閹割掉欸,joker-build,8.2.8,1719550645000,1,1
7934624253,2,账户禁用,为什么我现在更新不了了，显示账户禁用，什么原因啊，其他的都可以下载啊,远山深深,6.11.1,1634735307000,0,0
5556016835,2,更新之后之前的数据都没啦,有毒。之前辛辛苦苦手动输入的单词没有了。,Sb小yuzi,6.0.7,1582195214000,0,0
6784287914,2,建议不要把pro专享词条放在第一条,更新了之后搜索词出来的第一条都是pro专享 很烦 每次都第一反应点进去 然后又要点两下才能退出来……无语😓,pro词条可以不要放在第一条吗老点错,6.6.0,1608720163000,1,1
7062074438,2,我之前买的会员账号忘记了,找都找不回来 也太惨了吧,还是很好用的一个软件的 支持你哦,6.7.0,1614814705000,1,1
3289909033,2,反正我是进不去了,一点进去就闪退，更新后就没能进去过。如何破？我的查询记录呀，😢,有一只大肥猪的玛丽玛丽,4.0.1,1539272089000,0,0
11175594553,2,三不五時就卡一下讓手機當機,"翻個一兩句就整個卡死，想要退出程式也不行整台手機都當掉，雖然等一下就會恢復，但頻率實在太高，用起來體驗很不好
還有中國台灣是什麼鬼",等很久了==,8.2.0,1713500087000,1,1
9142317720,2,不是 你们是不是想钱想疯了,之前买过20块会员了，那些以前就算不需要开通会员也能查到的词，现在就算买了20块会员也查不到了，非得一个月一个月买会员，牛啊！,某宝疯了吗？,6.23.0,1664686577000,0,0
5548263139,2,新版不行,现在更新后的版本完全不行，反应速度慢，不如老版一看就知道 惯用语、谚语 什么之类的！,不信-拉到,6.0.7,1582035669000,0,0
1657213585,2,闪退！,处于信任更新结果疯狂闪退，根本查不了词了,蕾朵,1.7.0,1498399451000,0,0
10530370712,2,客服未積極處理問題,帳號密碼不能登錄，已提供訂閱的證明，依客服回覆的處理方式做，還是無法登錄，之後聯絡客服就沒有回應了！,RitaKimo,7.4.1,1698641912000,0,0
5450055696,2,希望之前的搜索记录恢复,恢复,Juiuyi,6.0.1,1580026736000,0,0
12265108125,2,本來很好用但是常常翻譯不順暢,時常當機不給翻譯，或是中翻日時，中文變成漢字發音，狀況越來越頻繁發生，越來越不好用,リオさん：）,8.12.2,1738578127000,0,0
10464890978,2,体验变差,查词功能越来越退化，收费项目越来越多,hakihaki_m,7.3.1,1697091223000,0,0
6234203320,2,更新之后打不开了，快点修复吧,更新之后打不开了，一直在闪退,lyusui,6.2.0,1595553103000,0,0
11636082747,2,手機國碼886寫成中國台灣感覺被矮化🥲,本來覺得介面還不錯，結果一看到綁定手機號碼直接寫中國台灣，強國軟體就算在台灣蘋果商店上架都要吃台灣人豆腐嗎？,91242,8.2.14,1724254389000,0,0
11632260240,2,十分甚至九分的难用（悲）,能不能不要老弹出一些没用又烦人的东西,美丽迷人刘富贵,8.2.14,1724169744000,1,1
6963451691,2,隐私问题,你没事老读我粘贴板干嘛？有病吧,湖工猛男,6.6.0,1612665119000,1,1
5913742646,2,更新了没法推测？！,好像更新之后再也没有帮我推测词的原型，之前买全套很大一部分是因为它推测得很准，很方便，现在不推测了，我一些崩溃😭😭😭😭,林시긴,6.1.0,1588837346000,1,1
6621927341,2,复制粘贴总是失效,复制粘贴总是失效，必须重启软件才能用。。有时候还不行。能进行修复吗？,林空深见木,6.5.0,1604832435000,1,1
10053607761,2,收藏都要收费？,收藏都要收费，绑定号码 不知道会有多少骚扰信息来,哼哼嗯？,6.33.2,1687270238000,0,0
9155523792,2,付費訂閱卻無效,之前一直使用免費版自學日文，非常便利好用。本週更新後，無法像以往一樣查閱單字與發音，所以付費購買（忘了付費後截圖），沒想到功能與未付費時相同，不知道是付費訂閱程序錯誤，還是⋯⋯？雖然付費訂閱錢數少，但有被騙的感覺。,Liao 3780,6.23.0,1665022219000,1,1
