id,rating,title,review,nickname,appVersion,lastModified,helpfulViews,totalViews
12302901499,4,中文聲優很恐怖,"請問能不能關掉中文聲優…..我買了一年的會員以後發現功能頗多，不過那個中文聲優不管哪位真的聲音都很可怕但又關不掉，我希望他唸日文就好了中文我看得懂
不然能否改善中文聲優的聲音？？？每一位的聲音都讓我頭皮發麻",Hyh_tw,8.12.3,1739381499000,0,0
12444443169,4,查单词很好用。可是更新后闪退,以前没有出现过，现在更新后会闪退，无法进入主界面了。难道是手机版本太低了吗,柿子哎,8.15.1,1742514146000,0,0
12257716524,4,买会员还行,页面比较简洁，看着是蛮舒服的，但是他那个单词的话，所有都过了一遍之后就不能再重复复习了，感觉会忘记。,不理不理大卫门,8.12.2,1738425618000,0,0
12159020981,4,算世面上最好的日语学习软件之一了吧,美中不足的是希望能提供语调的讲解,最初の日本語,8.11.1,1736334630000,0,0
11828339467,4,很好用，但一直發生未知錯誤,扣一顆心，因為前兩天下定決心花錢買斷，結果經常出現未知錯誤無法查詢，希望能趕快解決。,ssuussuuss,8.4.3,1728803743000,0,0
5441019373,4,更新之后怎么变成这个亚子了啊,"更新之前都非常好用，简洁明了没有那么多幺蛾子，解释又专业还有各种例句接续，这也是我为什么选择这个词典的原因，可是今天一打开发现之前的搜索记录都没有了，界面还变得很奇怪，出现了很多花里胡哨的东西
真的，真心觉得，正常学日语需要查字典的学生不会那么需要发现页的那些所谓的每日推荐，那都是闲下来之后才有空去看的，我上班需要着急查单词的时候这个功能就是浪费我时间，弄的手机很卡，根本不方便，希望可以改回来之前的样子T_T",桃子的六代目,6.0.0,1579835350000,12,14
5913383591,4,留一颗星为了更好的上升空间,moji是成熟的 也是比较符合学习习惯的 我是带着问题来评论的 能得到回复会很开心 那就是语音 在每一个单词读音方面 设置上会有几个选项 但是没有具体说是什么口音 什么时候使用 可能对于专业人来说明白 但并不是每个人都知道 所以需要明细 最近发现很多词发音与假名不一样怎么回事儿呢,VI小PP,6.1.0,1588829558000,0,1
6994990366,4,尚有改善空间,我是刚开始自学日语的小白，Moji辞书是网上看到别人推荐的。首先，界面非常简洁，其次，无论是收藏还是添加别人的单词本都是有喜欢的功能。不过美中不足的是，里面的背单词功能尚不完善，复习周期似乎并非是按照艾宾浩斯记忆曲线（我本人每天有用艾宾浩斯背英语单词的习惯，但是Moji的复习周期明显比艾宾浩斯长的多），过长的周期导致再复习时对单词的印象又停留了生疏的层面，此时，迫不得已只能自己再设置一个新计划，如此反复。,同桌他是花美男,6.7.0,1613344419000,0,1
5495274297,4,关于收藏,软件用起来的确很好 收费是可以理解的 但是连基本的收藏的这个功能都要收费的话是不是有点不合理呢 虽然沪江小D的使用感没有那么强 但是它的收藏是免费的 如果单纯为了方便记单词在我的角度上我会选择打开别的软件 从这个收藏收费角度来看是不是也给别的竞争对手提供了机会呢,我是豆芽哥哥,6.0.5,1580995968000,0,0
5467958786,4,界面漂亮了、BUG多了,"首先声明：这依然是我用过的最好的日语词典。

6.0.2版仍存在的问题：收藏和取消收藏时星星不会变色、离线使用时无法收藏单词（肯定有办法解决，比如先收藏在本地，联网后再自动同步）、软件启动速度还是不理想等。

谈一下对于新版的感受：界面漂亮了、BUG多了。其实我当时也差点因为词库导入不进去而给了差评。建议以后大版本更新时先把基础功能做好，至少保证用户数据不丢失。对于这类软件来说，稳定比花样重要太多太多了。",abcHunterrr,6.0.2,1580430375000,0,0
1557274351,4,微小改进后会更方便,对于只认识假名的初学者来说看到日语里的汉字如果不知道怎么读就没法查了…所以希望能够升级成可以照相查词的版本。,一生爱谦谦,1.5.3,1488632675000,0,0
6921853386,4,请开启评论功能,"主要是来说一个功能的问题，就是有人自创单词表然后给大家分享倒是挺好的，但是他那里有错的，还不让人评论纠正这个错的，那不就是把错的单词教给别人了吗？ 请迅速开启评论或者开启私信？想私信告诉这个人我也没找到在哪里可以私信。
这个人看起来是在日本麦当劳打工的，可是自己推荐给别人的单词竟然有错的，的确有点离谱。需要开启评论功能。望采纳",moneycheng000,6.6.0,1611802475000,0,1
6977978272,4,有点不足,我是日语小白，看到可以做测试，想说这个用这个软件背单词，做了计划试了一下，发现完全不行，并没有很好的学习到什么，测试时答案里很明显的提示，完全没有效果。然后对我来说发音太快了，说的好急，听着听着就会开始烦躁。希望可以改进。希望功能再强大点，查词背单词两不误。,任胤蓬婆婆,6.7.0,1612973489000,0,1
1420637087,4,强烈建议静音模式下可以音频发声,这部词典比沪江的辞典好用很多，相较于其他收费的辞典价格也很平价，学日语必备神器啊！唯一缺陷就是手机静音模式下不能播放音频，这点很不方便，我们很多人都会开启静音模式，耳机一直带着听也不好，希望改善！,173838939,1.3.1,1469587850000,0,0
8252940969,4,关于测试,用了挺久的了，不管是查词还是看文章都用起来很顺手，但是关于测试问题就有点多，说是支持艾宾浩斯遗忘曲线但是复习起来真的很奇怪，我明明只有几个不认识，但是却要我一下子复习特别多，打分制这个我确实也是很不理解，搞不清楚他对我记忆单词有什么好处，希望能参考一下墨墨背单词,khiuugiguguig,6.15.0,1642473623000,0,0
6645914070,4,【认真提问】可以标明一下例句出处或者片假名吗,好几个日本朋友都表示，有一些自动发音是错误的有一些表达对他们来说非常奇怪，所以想问一下筛选例句的标准或者参考出处是什么呢？自动朗读这里的发音，有的该训读的会自动读成音读,xihabhfs,6.5.0,1605397734000,0,1
